Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
EF9688.M0.PAX	0.166251297128445	0	0.0378605693045409	0.274932438361708	0.00733003554732636	0	0.00212216392374703	0	0.131011456206994	0	0.0708996592086579	0.0198454099447811	0.145937320263312	0.00262354562839239	0	0.000264200940384866	0	0	0.00403445476589413	0	0	0.136887448775816	0	0.729508205928308	0.717182375007882
EL1974.M0.NSB	0.176287193029811	0.0480121566037278	0.0850139618671871	0.117778469290024	0	0.0668705711259944	0	0.0525486036341598	0.124288292114839	0	0	0.0622865364843818	0.0103565310866991	0.0252454412859503	0.0268273456754211	0.0410822376610409	0.00172219665710034	0.0157420609966023	0.130104341630523	0	0	0.015834060856538	0	0.499574876881696	0.865900006852923
EL1974.M0.PAX	0.1649519077527	0	0.0555677324552532	0.258243957588843	0.00338921100330405	0	0	0.00217295276300697	0.179672517003582	0	0.130181496497158	0	0.144356047136631	0.00553498415268729	0	0.0010331435255165	0	0	0.00321265060405168	0	0	0.0516833995172654	0	0.620520235999226	0.790093130747253
ET5122.M0.PAX	0.101184849820087	0.0557551910887861	0.0591722753510634	0.292437707498587	0	0	0.0139765507629312	0	0.133358592140926	0	0.108943035477572	0.0190641736742582	0.107276368705823	0.00570336475003377	0	0	0	0	0.00480050155739335	0	0	0.0983273891725392	0	0.626672581239586	0.786157508891314
EW5232.M0.NSB	0	0.0520402561197777	0.0283063206776596	0.32479158658058	0	0.0896595767298857	0	0.0453943915379213	0.221471309211438	0	0.00478572329366365	0.0385843967253334	0.0413200948411531	0.00593514149802268	0.0135493042144577	0.0370127165610457	0.021158801283677	0.00994538363839338	0.0333144298973664	0.0110330769010847	0.00586984222779793	0.0158276480607422	0	0.673129556251107	0.74891871644759
EW5232.M0.PAX	0.0702444582848625	0	0.0218359663642696	0.22540397918101	0.0290140820906039	0	0	0	0.159522445624504	0	0.0687627614762765	0.0211923366112611	0.170868348977223	0.00597048317241816	0	0.00115643024478268	0	0	0	0	0	0.226028707972789	0	0.799503752969195	0.655922770308166
EY5612.M0.NSB	0.0122173598779002	0.0629940679210488	0.00521856857863965	0.172068994887793	0	0.0136473492788329	0	0.0350729180685171	0.145040235711236	0	0	0.0632115898559524	0.0555155717338682	0	0.0505778471257269	0.00194722817276453	0.0117860660048911	0	0	0.0442347024869183	0	0.326467500295911	0	0.706280157194149	0.724154576844825
EY5612.M0.PAX	0.259698708322821	0	0.0762865636669802	0.198176495087535	0.0878765310553146	0	0.00567551254430052	0	0.127212453871413	0	0.0205533853637863	0.0255824944023413	0.120715174140044	0.00581490302752758	0	0.00134743298776696	0	0.000131805308196496	0.00597875673332396	0	0	0.0649497834886499	0	0.60428151979108	0.80011115114585
F126CE.M0.PAX	0.0224910677106714	0.033055650920616	0.0266807305880085	0.296773026053678	0	0	0	0	0.140727644424472	0	0.100779379919139	0.0219638082830963	0.177131792822983	0.00864593799606424	0	0.000626992135277239	0	0	0.0219577671974073	0	0	0.149166201948587	0	0.693438846051827	0.740708088488829
F9170E.M0.PAX	0.0791424149464525	0	0.0318170000467228	0.134126786668238	0.00264756413157067	0	0.00398554131755033	0	0.139787301571777	0	0.090685201366782	0.0124302164247952	0.25237654864177	0.00385123740124651	0	0	0	0.0012640668699301	0.00743206264490911	0	0	0.240454057968256	0	0.778850590090873	0.672305161927167
FB7566.M0.NSB	0.11709201500092	0.0721148886804544	0.068191243684783	0.157382630301289	0	0.0274587004882204	0	0.015917489928992	0.161477098811951	0	0	0.0728632570009754	0	0.00856860957211004	0.0279113656971255	0.0149535852027364	0.0128116335138709	0.0345163313973719	0.0723198411724125	0	0	0.136421309546787	0	0.53475779429876	0.846853474634873
FB7566.M0.PAX	0.0412303794200181	0.0200322509763836	0.0424042235176588	0.339526319622732	0	0	0.0153617993586533	0	0.143331811332275	0	0.087713559028936	0.0582034891586579	0.131341186064784	0.0106645260179726	0	0	0.0049622940443865	0	0.0151121962220162	0	0	0.0901159652355262	0	0.714562545925098	0.721771862468577
FC0633.M0.NSB	0.00586109361932448	0.0410458870685971	0.0319965291581288	0.245658620466097	0	0.00657556930359155	0	0.0420314477573552	0.182727914370073	0.000143721137225116	0	0.135581990096551	0.0197157742802144	0	0.0317782933134675	0.0780400306618465	0.0372623729456983	0.0343958123871222	0.0557089663318197	0.0052396003718973	0.00344814428679727	0.0427882324441937	0	0.541934544635744	0.840884205004544
FC0633.M0.PAX	0.0983820779035726	0	0.0556651961823051	0.319346743867043	0	0	0	0	0.168965472732331	0	0.0591477454040732	0.0407071670217181	0.108252725076966	0.0112939241039091	0	0.00100963341192115	0	0	0.0011592876566748	0	0	0.136070026639486	0	0.702352371274758	0.7323876693139
FE81C5.M0.PAX	0.0475936723317909	0	0.0183217423885134	0.160779174342498	0.0302056059603239	0	0	0	0.125400829290481	0	0.101256770023876	0.0170601785899962	0.160021350618526	0.00610516704562301	0	0	0	0	0.0247957219731372	0	0	0.308459787435234	0	0.785313831238337	0.656950710204991
FF8FCF.M0.PAX	0.0242674995648341	0.00868294348452189	0.0166012822546865	0.23893582416111	0	0	0	3.44999477934607e-05	0.110720404224908	0	0.138467824704343	0.0313580687337841	0.228591663250067	0	0.000124778204249211	0	0	0.00616005146011901	0	0	0	0.196055160009584	0	0.763531220723834	0.680316906978919
FW9252.M0.NSB	0.24136191904294	0.0332718500311375	0.0786462748408061	0.060386904372912	0	0.00491811001219821	0	0.050029677332716	0.0386782013009719	0	0	0.0713081963852622	0	0.000860349779633685	0.0546405954714611	0.0108689241191105	0.0148720081013981	0	0	0.190430099794823	0	0.14972688941463	0	0.624560435401799	0.787050452198607
FW9252.M0.PAX	0.183880642131754	0	0.0488909578347652	0.329061807320801	0	0	0	0	0.165847475980699	0	0.0743643480305496	0.0297216094036045	0.0968433489896127	0.00478191640153678	0	0	0.00405113730732212	0	0.0163558314685764	0	0	0.0462009251307794	0	0.727338645388615	0.711447503340594
FX0877.M0.PAX	0.0710286303639495	0	0.0234720800035207	0.201885109067356	0.00255864684614737	0	0	0	0.149548801840909	0	0.124758105230865	0.00109370228810519	0.189289400872415	0.0215447301840267	0	0	0	0	0.0101573497984903	0	0	0.204663443504215	0	0.739099643190521	0.708143790889072
FX9488.M0.NSB	0.00162547984944952	0	0.00495811618799512	0.0782768806854794	0	0.00339971912443869	0.0232208956600463	0.0311362241179192	0.0549074284296015	0	0	0.112187975321664	0.110638815474302	0	0.203402948373754	0.0197417966462032	0.00101322945865407	0.0154525612947196	0	0.314861571036688	0.00164751671622102	0.0235288416228636	0	0.645940198387249	0.763965420161379
FX9488.M0.PAX	0.0814591806048202	0	0.0312394560469809	0.176310112330434	0.0585037026536939	0	0	0	0.124651478300398	0	0.0380101932904629	0.0236286806037871	0.202122050485685	0	0	0	0	0.00479779291788839	0.0111903576016685	0	0	0.248086995164182	0	0.733540927033642	0.708508906147945
GN5032.M0.NSB	0.125184033850236	0.261729306691303	0.059534200055168	0.137703050951378	0	0	0	0.0485453727502421	0.073487333326779	0	0	0.0829075479405099	0.0145731693263802	0.00321102175139385	0.0432912647435021	0.00161044098513851	0	0.0057762982990861	0	0.119313436085398	0	0.0231335232434852	0	0.682477298789541	0.742342347566545
GN5032.M0.PAX	0.216488960217476	0	0.112276425526154	0.266781151144183	0	0	0	0	0.150411800211598	0	0.0712323644231553	0.0144862572749951	0.0863728851591605	0.00379749227881743	0	0.0095750735733091	0	0	0.00610853000201221	0	0	0.0624690601891396	0	0.689153224515066	0.740788086240375
GS1960.M0.NSB	0	0.0275087041493072	0.0228645555639284	0.366356531455706	0	0	0.00527651268898391	0.0876931222651438	0.157897525862397	0	0.0302494423093126	0.022386261809847	0.0639993112453508	0	0.0359953448121704	0.0582356885837608	0.0310448185941462	0.0235148548457316	0	0.0459568008390608	0.00660986419189404	0.0144106607832595	0	0.672264574109827	0.755251541341669
GS1960.M0.PAX	0.0629416033220983	0.0329305542154965	0.0341084533636165	0.298767756777846	0	0	0.028422853155492	0	0.124432101276059	0	0.10483588472061	0.0328499932440406	0.127835381964371	0	0	9.5590464965935e-05	0.00741502753406907	0	0.0162959970009431	0	0	0.129068802960393	0	0.752740878174929	0.698943713749102
GT7397.M0.NSB	0.0050384600698882	0	0.00865699993235319	0.0253827224108036	0	0.0922633705653137	0.0010138896915488	0.0228574870052423	0.0177908492446239	0	0	0.11263086279005	0.114487609138715	0	0.105609740378843	0.0667205124550981	0	0.0421193502120196	0	0.326562725573698	0.00940562309887128	0.0494597974329308	0	0.543628505424617	0.839409666974828
GT7397.M0.PAX	0.0907003353703684	0	0.0148387786880443	0.226839140987647	0.0157855960456234	0	0	0	0.145402376672969	0	0.0657322305809279	0.0352785228771394	0.309354943038963	0.00978116433254562	0	0	0	0	0.0123390046160863	0	0	0.0739479067896863	0	0.74376786558969	0.712267436943349
GW5371.M0.NSB	0.25048593655244	0.108250434276378	0.124827292862236	0.0983516088728039	0	0	0	0.0576159188826811	0.109307368915363	0	0.00475434713642884	0.0465630969047018	0.00533400519551534	0.0607786523382057	0.0598974809975705	0.0175198161960228	0.00723591245456673	0	0	0.0249709933327755	0	0.0241071350823111	0	0.593906432456561	0.804742044157827
GW5371.M0.PAX	0.0182965410283614	0.0376243923094587	0.0471184690036596	0.30913468326504	0	0	0.0148207768153691	0	0.129669868361761	0	0.122864814285904	0.0406155146726989	0.142776327971631	0.0164899646698082	0	0.00245053562826532	0	0	0.0103028923409375	0	0	0.107835219647105	0	0.586662246568352	0.811367434298064
HE8769.M0.NSB	0.0494043220206187	0.0112993078443927	0.0262229595113676	0.155183692919944	0	0.113864971431175	0	0.0273389472990618	0.153062432599642	0	0.00673009817986046	0.0782303744340735	0.0482449573387862	0.00351696436287209	0.0481339684152539	0.0420906977374831	0.0455523415445318	0.0365056193138359	0.0836544551648651	0	0.00234719068556117	0.0686166991966757	0	0.575887397681947	0.826984049970247
HE8769.M0.PAX	0.161313927650256	0	0.0849417024803139	0.196509855071633	0.00234000834666646	0	0	0	0.143376030137378	0	0.0228769154564738	0.0230687287573372	0.23357585896191	0	0.003546588351426	0.00289585422693471	0	0.000902178711413916	0.000645459655049392	0	0	0.124006892193207	0	0.491696471867686	0.869966501980025
HF2521.M0.PAX	0.12916055941339	0	0.0473969631826473	0.247552218702277	0.0145222179306521	0	0.0174371242177885	0	0.143911423995983	0	0.141539072774972	0.00101974727822151	0.137599868635508	0.0211401360935659	0	0.00232867497198676	0	0	0.00987057610674499	0	0	0.0865214166962634	0	0.671440917007614	0.759803379498373
HP1718.M0.NSB	0.0348035726144404	0	0.0244696405709275	0.106185244938174	0	0	0	0.0504425535120663	0.0612200870462674	0	0	0.0694177547088508	0.142841426924602	0	0.174152786409328	0	0.00109079641982163	0.0186810503436226	0	0.248893631899381	0.00290069075700774	0.0649007638555103	0	0.423248132477229	0.913457527397623
HP1718.M0.PAX	0.130154613960118	0	0.0454016892812424	0.227495167646616	0	0	0.00057699116971343	0	0.124627651335744	0	0.104626210242554	0.00985772716305271	0.182774746486484	0	0.000310447457128858	0.00942304227466703	0	0.00292752246506784	0.00319838634629881	0	0	0.158625804171313	0	0.724618026860758	0.723381468107269
HR2557.M0.NSB	0.0163040269443442	0.0192149445204612	0.0100659523040948	0.288053519313573	0	0.00724097277319327	0.026535160297605	0.0659733131280637	0.181739821393129	0	0	0.101086059169715	0.0477118333025904	0	0.0904967104198325	0.0342776889694876	0.0137888366517184	0	0	0.0532725794854407	0.00117496507076725	0.0430636162559837	0	0.741678664755552	0.701186785271439
HR2557.M0.PAX	0.101164765199294	0.00779674915149185	0.0330767439370185	0.276565758594477	0	0	0.0055104652589783	0	0.121420843615218	0	0.0524757319928243	0.0322895011026044	0.190268583587361	0.00273635559554688	0	0	0	0.000319530549113351	0	0	0	0.176374971416072	0	0.683610625065831	0.74808408025737
HU8221.M0.PAX	0.111716304536224	0	0.0573295329308445	0.287954137537271	0.00992855848255437	0	0.0137865991751907	0	0.176197708365316	0	0.122313523040915	0.024555081459404	0.112760739916471	0	0	0.000147931295770292	0	0	0.0140838848446949	0	0	0.0692259984153443	0	0.614532272764759	0.792780283171605
HY4957.M0.NSB	0.0162927853394717	0	0.0108319973198674	0.245566942296696	0	0.0338112254426474	0	0.128865369809761	0.178230435609883	0	0	0.0881338498279748	0.0799107885531598	0.0201223474112148	0.0405102302530085	0.0423651711576127	0.0279095440003503	0.0107817142010181	0.0101392370047062	0.0191342540193537	0.00838014034975879	0.0390139674035162	0	0.527474287892718	0.848863643579783
IG7453.M0.PAX	0.169622452469242	0	0.0233856367495293	0.226391221713453	0.0461021235051901	0	0	0	0.145398261585947	0	0.033717338820246	0.0187471018348001	0.138220858873635	0.0253403979457196	0	0	0	0	0.00648621433423601	0	0	0.166588392168001	0	0.763711574270549	0.695018384271853
IJ0554.M0.NSB	0.052182223357101	0.0997562150548016	0.0616797267694885	0.226875937024388	0	0.00159020170186042	0	0.0907482947725716	0.182558783033345	0	0	0.101341384980784	0.014782985178651	0.0020138683390453	0.0241420851350834	0.0355450953485182	0.0078779261657519	0.00943756971097936	0.0201849502423826	0.000530259399510038	0	0.0687524937857388	0	0.667990417941098	0.758264068825969
IJ0554.M0.PAX	0.16565671675499	0	0.0358868553472901	0.332500204752832	0.00490063211532496	0	0.0164090675317459	0	0.12632958606653	0	0.105487128011396	0.029699509993519	0.124516935517479	0.00250474062558761	0	0	0	0	0.00760163470229452	0	0	0.0485069885810117	0	0.742412038053173	0.700169463004151
IM4862.M0.NSB	0.0160268095687528	0.0220530770064472	0.0181839151712931	0.201829618846007	0	0.0206113216724056	0.00731804764898124	0.0265788261351612	0.155678767222654	0.0621313042757451	0	0.0856229105467062	0.00510394083440554	0.00664277934568664	0.0870589884079028	0.111236379856861	0.0291720359847442	0.0197097546753191	0.0530601167079839	0	0.00893679585265846	0.0630446102402849	0	0.596381689117926	0.811298104488668
IM4862.M0.PAX	0.0143822016963842	0.0374907827739178	0.0340606196188548	0.260826626785478	0.0432620862704603	0	0.0151869035979717	0	0.137891117291214	0	0.119227274206246	0.0255833732894542	0.149668402777226	0.0186593566209559	0	0	0	0	0.0203714216582213	0	0	0.123389833413616	0	0.536283796073227	0.843647883474176
IO2962.M0.NSB	0.089393632713147	0.152858818529595	0.110033064771701	0.0770657643365766	0	0.0473806419100315	0	0.0481057262280496	0.112092597176529	0	0	0.0873147699717587	0.0173094824072197	0	0.0291092062275732	0.00282009394178179	0.0168448628986087	0	0	0.173277190295871	0	0.036394148591558	0	0.440627829396917	0.8998240057744
IO2962.M0.PAX	0.205682523645581	0	0.0415239433134813	0.205926032733799	0.0822974422608467	0	0.00543114651590263	0	0.136553443081184	0	0.0515185637069051	0.0289020170271511	0.129421166418081	0.000150149853018588	0	0	0	0	0	0	0	0.11259357144405	0	0.732618006715477	0.714917272456416
IR5536.M0.NSB	0	0	0.0293263548215853	0.214934372420393	0	0.0721973169048377	0.0180748267361176	0.0663790398063574	0.140222955131598	0	0	0.120295623399283	0.0271567168062014	0	0.178249098065899	0.0438629573904407	0.0163087573349304	0.00171058488530774	0.0151453904621247	0.0150129210234094	0	0.0411230848115148	0	0.565596334046451	0.824688073074094
IR5536.M0.PAX	0.0332786886760167	0	0.0228306325835702	0.124339267895875	0.0592070414397222	0	0.000608070956931021	0	0.111830707601947	0	0.0981308200501172	0.00956860262031188	0.192553107333253	0.00491918293732603	0	0.000191654089700317	0	0	0.00770699786717127	0	0	0.334835225948059	0	0.74688037984308	0.683353475650666
IT0931.M0.PAX	0.0603499743506574	0.00971553505300939	0.0309280625129348	0.275330946018508	0	0	0.0102595698734071	0	0.129405215091176	0	0.10785321748392	0	0.153155245562731	0.019724647985258	0	0	0	0	0.00942279370639781	0	0	0.193854792362001	0	0.711822647878483	0.727858804340926
IT4990.M0.NSB	0.0222571199713225	0.029244166311082	0.0109604356546474	0.186180843066718	0	0.109696080833184	0	0.051580760586689	0.169790632081189	0	0.104218638565718	0	0.0367659501159286	0	0.0370328138206531	0.0549667288956966	0.0165819050752758	0.00719789319000505	0.0421941176869553	0.03733541376677	0	0.0839965003781649	0	0.628307788552856	0.790545024076039
IT4990.M0.PAX	0.111444210536424	0	0.0566765254845713	0.255244339984108	0	0	0.00462001121564901	0	0.13846365548467	0	0.126229467130422	0	0.14963703382669	0.00877024005693571	0	0.00109180989702872	0	0	0	0	0	0.147822706383502	0	0.617631642345736	0.793253872860419
JI3265.M0.NSB	0.00842022389818496	0.211947119344637	0.0406491772499687	0.107065667116277	0	0.0204158669482077	0	0.0274922836105328	0.105420494148741	0	0	0.102600590007953	0.0266576248101178	0	0.0108122632104056	0.0091444915462838	0.00270411968000077	0.023338445450612	0	0.182550511321739	0	0.120781121656339	0	0.525638376495238	0.850595741754707
JI3265.M0.PAX	0.0978557694080786	0.0305096407330322	0.0555458224451991	0.267026085080052	0.0521073857561326	0	0.0012992425324774	0	0.174848953197149	0	0.0633772017793445	0.0384776195636999	0.104011798981791	0	0	0.000399365400738314	0.00589066615301111	0	0.01583526867625	0	0	0.0928151802930437	0	0.706877240443158	0.731885609562934
JV7184.M0.NSB	0.00337357909655889	0.00187664600757176	0.0131339966008209	0.280254460161929	0	0.0176407188678694	0	0.0742460544120045	0.187539548813865	0	0.0358893029106041	0.0703284196564078	0.0276747600457688	0	0.0738261334590013	0.0297697086139662	0.0438847330578532	0.00147462013399698	0.0655930172373202	0.00540967114892254	0	0.0680846297755396	0	0.605429204741215	0.799919853427397
JV7184.M0.PAX	0.163335075191817	0	0.050819579916961	0.279082865251776	0.0376592762777912	0	0.020064323480974	0	0.161150347083035	0	0.0953737419122909	0.0183587928550281	0.108423499708921	0	3.7763306414179e-05	0.000210810437912287	0	0.00245905017211445	0.012900889488667	0	0	0.0501239849162983	0	0.655347367076656	0.765938322979144
KA9831.M0.NSB	0.0186863935768849	0.0160969206386101	0.0132094005243054	0.227259910060971	0	0	0	0.101367076915645	0.190999993421871	0	0	0.130398902404617	0.0204925078256848	0	0.0601207372330313	0.0134374291911894	0.0193032227743888	0	0	0.0428324456681222	0.00273061099182215	0.143064448772857	0	0.733548484139099	0.705562598035709
KA9831.M0.PAX	0.188360085732695	0	0.086385714665782	0.214303854319787	0	0	0	0	0.134800211847671	0	0.0436924397885647	0.0097519021737431	0.114097381842316	0.00982596391076157	0	0.00325653809650346	0	0	0.00766157667924261	0	0	0.187864330942933	0	0.605954882629988	0.800433422883639
KI0978.M0.PAX	0.0444889135950707	0.0482211966828229	0.0302942789716897	0.342284227180907	0	0	0	0	0.156238975698416	0	0.0736734538436157	0.0575601016588715	0.144628405888755	0.012656920945082	0	0.00112092696689583	0	0	0.00924799660175892	0	0	0.0795846019661142	0	0.706926221220696	0.727356969359676
KL0666.M0.NSB	0.0180961208334165	0.00107759867737791	0.0142470123945381	0.122940716058136	0	0.0146937335621366	0	0.0570851495944924	0.126190909976123	0	0	0.0715330327122076	0.0417185060034647	0	0.180238675709401	0.00716826313604832	0.0459789100985729	0.0156807858478441	0	0.0666843626708624	0	0.216666222725378	0	0.593229040553901	0.808402851198187
KN1525.M0.NSB	0.0454270483309795	0.200813582166299	0.0348769079366025	0.242941593197871	0	0.0140624700273471	0.00878436934693416	0.0557156863663973	0.14435899537719	0	0	0.0832008572829522	0.0176777519378805	0.0259063027026688	0.0337030284526791	0.0223760535425086	0.019642833678054	0.00482273396055383	0.0352232176780899	0	0	0.0104665680149928	0	0.578234545986003	0.817666701429378
KN1525.M0.PAX	0.139421853966823	0	0.0274948053472549	0.263019270783354	0.0368107748322827	0	0.00564519380557151	0	0.149198181318153	0	0.101549376023783	0.0259111469934966	0.120520775768373	0.0041688642685166	0	0.00280730902548145	0	0	0.0079111810088771	0	0	0.115541266858033	0	0.719402987357575	0.722497360105931
KQ7168.M0.NSB	0.283667115611709	0.0849537543921482	0.16372049334482	0.0967743614319467	0	0	0	0.0497646246362361	0.115759634227671	0	0	0.0452956920065106	0.00233119831820887	0.0647989293809671	0.017092786240205	0.0198201152531326	0.00609269029006459	0	0	0.0420293656648195	0	0.00789923920156056	0	0.588966769769931	0.807362823048158
KQ7168.M0.PAX	0.138536064996614	0	0.0373720193054212	0.223778230077757	0	0	0	0	0.155738695172206	0	0.0792235150173846	0	0.107292752051024	0.015785577722902	0	0.00193345354882862	0	0	0.00125596956563075	0	0	0.239083722542231	0	0.761075944998428	0.689181839281061
KR3482.M0.NSB	0.0911021797584596	0	0.0328786801450283	0.200138502368161	0	0.0448949111818889	0.0292528363144282	0.0248516749804868	0.152406669955492	0.0798720982946899	0	0.0553130407714848	0	0.0144957731546959	0.0659495003373863	0.042333818803418	0.0241916910853496	0.00337579483734275	0.0353853394541167	0.00560147732022615	0.0229818178947266	0.0749741933426192	0	0.505050787790492	0.862831581057935
KR3482.M0.PAX	0.0295017349001343	0.0244823512254023	0.0413596302908854	0.305238067598218	0.000495137328146113	0	0.0237452390068318	0	0.146423481270501	0	0.127935644419381	0.036144935551494	0.11635948510777	0.0272858670931686	0	0	0	0	0.0252203656680676	0	0	0.0958080605399995	0	0.574251143581225	0.819503844435593
KV1465.M0.NSB	0.0144272567331811	0.0251944444033083	0.0071871364945816	0.175755801856811	0	0.0610442315290184	0.00153433452084726	0.0601981232999367	0.112493560136554	0	0.0417647147364739	0.0493038091381971	0.0410465674416018	0.0289245577714489	0.049398640600104	0.00964606496002506	0.0251896258531279	0.00315346592977673	0.246473831874595	0	0	0.0472638327204114	0	0.54306953574738	0.843464559826641
KV1465.M0.PAX	0.130331191545426	0	0.0177113804052221	0.276738962712246	0	0	0.00638079541735362	0	0.107491498138025	0	0.0952308863491791	0.00202206827183138	0.126430712367877	0.00217827731264225	0	0.00116479736510747	0	0	0.00257235941894558	0	0	0.231747070696145	0	0.799886113396304	0.655333591960668
KZ6310.M0.NSB	0.0103930370959076	0.00426680044608532	0.0116600671658335	0.0909521740172612	0	0.0515064323328307	0	0.0176820600745861	0.0439384894134344	0	0	0.0895732495140507	0.00262196240162636	0	0.0591523269791799	0.0126490443306879	0	0.00185017897245186	0	0.331688803905783	0	0.272065373350281	0	0.733183069024623	0.690546487885023
KZ6310.M0.PAX	0.107724340789132	0	0.0315619430345135	0.338824699986355	0	0	0	0	0.16147583681815	0	0.0907476110379741	0.0168563735073448	0.147926762546911	0.000548787821189229	0	0.000382616197908715	0	0	0.000368317244049004	0	0	0.103582711016473	0	0.629618002871497	0.782366905816664
LB8121.M0.NSB	0.0328228473291019	0.0155417039269081	0.0298628271938198	0.256288749178424	0	0	0.00492959499160033	0.0713886946316127	0.186523188140644	0.00403479439172873	0	0.0971421255072524	0.0120889971942899	0	0.0350975329833731	0.0525489089473022	0.013181449475456	0.013856753092452	0.0101132009707216	0.0976745021113447	0	0.0669041299339695	0	0.654544234419769	0.768643740018968
LB8121.M0.PAX	0.113610788724443	0	0.0768813168627144	0.290762200112792	0	0	0	0	0.150719208916362	0	0.0930452780781943	0.0472524183578298	0.131325791016984	0.00284036024341007	0	0	0	0	0.00878018853376513	0	0	0.0847824491535057	0	0.577761951017026	0.81743452506742
LF3604.M0.NSB	0.00252362356291907	0.0297115872058931	9.52175409704983e-05	0.104026616567287	0	0.0391069756014081	0	0.0208880158872113	0.103466855290172	0.017983003832862	0	0.112878312486631	0.0590101353836351	0	0.032014576193192	0	0.00993935568036155	0.0103464550144087	0	0.22136585312724	0.00763953770063496	0.229003878925173	0	0.743237346816182	0.695856926511186
LF3604.M0.PAX	0.105292752116521	0	0.0353369647182037	0.307866373158535	0	0	0.00225462687394359	0	0.145551996583451	0	0.0893926981499856	0.0347491785306303	0.130701151310445	0.00576656210502621	0	0	0	0	0.00901524900874014	0	0	0.134072447444517	0	0.74098869859557	0.704868597174072
LG0250.M0.NSB	0.090351231683941	0.0115797179214116	0.0389532570812562	0.184499423202893	0	0.0259617278666807	0	0.0198200600255959	0.141614202033177	0	0	0.127534805684904	0.0298098891800048	0.029921856550056	0.0706282779768334	0.0380166674543977	0.0131744341651059	0	0.0740999417682814	0	0.0104711968214681	0.093563310583993	0	0.641322032846427	0.786096778577441
LG0250.M0.PAX	0.0748270605791594	0.0201458340249343	0.0652166619430043	0.270366525673999	0.0514170309212259	0	0.0233067038860591	0	0.128367282064323	0	0.0685605463618603	0.0240758812922434	0.112284565746568	0.0222765178207137	0	0.010191738793339	0	0	0.0263243624325144	0	0	0.102639288460056	0	0.584769749940533	0.816129076285071
LG1702.M0.NSB	0.0941454365126839	0.0739554422562175	0.0116874403439929	0.0374873041697788	0	0.0249141147854349	0	0.0252105094668422	0.0345666719422029	0	0	0.0618512338245848	0	0	0.00944808327766501	0.00373378219287865	0	0.00746485780483541	0	0.233721767640091	0	0.381813355782792	0	0.696574627572805	0.722752768676946
LG1702.M0.PAX	0.215273227137035	0	0.0355456268928463	0.278020330044851	0	0	0.00281252096684033	0	0.123967792911509	0	0.0249893220502455	0.028727323822332	0.119889268828629	0.00870667801486608	0	0	0	0	0	0	0	0.162067909330845	0	0.780393055216428	0.676401141781533
LH4091.M0.NSB	0.00902117138784038	0.0209330793396144	0.0456366679626083	0.30706637962406	0	0	0	0.103641940364187	0.21068362829004	0	0	0.0621237316312009	0.0576767559552018	0	0.0489192336398428	0.0267510925123961	0.0287483895540818	0.00772870205823726	0.0269214104401571	0.0121643736586816	0.00347890429152639	0.0285045392903246	0	0.611749651096873	0.794628194165716
LH4091.M0.PAX	0.111352293797885	0	0.0394355244417019	0.162362900040378	0.0322211348630344	0	0	0	0.182697613380267	0	0.0955045723623722	0	0.173822926011863	0.0152714779981555	0	0	0	0	0.00531419242898413	0	0	0.182017364675359	0	0.715898642093632	0.729540236183747
LL792.M0.NSB	0.0271398228872341	0	0.0262134889367678	0.221467777890176	0	0.0752541666849853	0	0.0565742244360249	0.144423700151577	0	0.0225403504308293	0.078661477800981	0.0524276430153802	0	0.130380740330415	0.0727151198011206	0.0128711599830205	0.0215774352961072	0.0240551148961858	0.0062624339700684	0.00374053434345084	0.0236948091456762	0	0.588084455898597	0.812309086838751
LL792.M0.PAX	0.138435884170158	0	0.0345729786151321	0.260389573975704	0.00301181881429764	0	0.00458172261212115	0	0.146601967352983	0	0.079797047515056	0.00958058941645814	0.241302378438695	0	0	0.00445066751914323	0	0	0	0.000512483802978912	0	0.0767628877672728	0	0.744471467198297	0.71118856306654
LO7091.M0.PAX	0.11755431815612	0	0.0205643458301371	0.218213804610541	0.0428832963136673	0	0	0	0.13541602452247	0	0.0561392396576358	0.0161920294371777	0.187587626719068	0	0	0.0016482724102906	0	0	0	1.77182133493301e-05	0	0.203783324129543	0	0.782667668191067	0.674520993174686
MB0117.M0.NSB	0.00994640624090376	0	0.0061311296338655	0.276184551269287	0	0.0385906025126289	0.0693081891833012	0.144630471701378	0.106078001890367	0	0	0.0429408974513555	0.0128717949969171	0.00812184147251337	0.0432586315682842	0.0303826663920922	0.0123973373965928	0.0161862116973874	0.0015063975853145	0.0337772273371895	0	0.147687641670622	0	0.610945679986302	0.796049804012892
MB0117.M0.PAX	0.118271704440203	0	0.0309719972305287	0.229340298421747	0.00756613224698768	0	0	0	0.153919395065898	0	0.0783668781762022	0.0112559666375298	0.143243643552996	0.0215595374062708	0	0	0	0	0.0126115413871335	0	0	0.192892905434503	0	0.768674976469938	0.690083853439375
