"EnsemblID","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ENSG00000162572.21","SCNN1D",567.175057484654,-0.870110768350174,0.185778442819457,-4.68359382899857,2.81888326416415e-06,0.0276222371055445,"Down-regulated"
"ENSG00000136688.11","IL36G",82.3401685267576,-3.87957977928636,1.20323716899198,-3.22428518605064,0.00126287564478238,0.229165156355972,"Unchanged"
"ENSG00000204528.3","PSORS1C3",44.405267294219,-3.73732135966682,1.22923287443574,-3.04036886532374,0.00236288563352934,0.252132084662746,"Unchanged"
"ENSG00000272674.4","PCDHB16",12.4460174076291,-3.67769178228406,1.22742776839286,-2.9962592316935,0.00273313976854295,0.253117696492944,"Unchanged"
"ENSG00000170961.7","HAS2",20.7136110976775,-3.58896760388314,1.20155994405837,-2.98692347529588,0.00281800251330859,0.254503286893188,"Unchanged"
"ENSG00000095059.17","DHPS",14.6510363361918,-3.55289646183067,1.08272987979656,-3.2814245991791,0.00103284135082634,0.223661729540185,"Unchanged"
"ENSG00000169035.12","KLK7",206.552697531073,-3.36465333124214,1.06143083120451,-3.16992236547713,0.00152479671653024,0.235298945279997,"Unchanged"
"ENSG00000272197.2","RN7SL803P",12.5968727447323,-3.36185982229141,1.08643647572797,-3.09439152439979,0.00197217038506915,0.251707127166068,"Unchanged"
"ENSG00000233431.1","LINC02596",19.3124634958507,-3.31973455403949,1.48911675672704,-2.22933127240876,0.0257918713741179,0.453465622488717,"Unchanged"
"ENSG00000223724.1","RAD17P2",16.229395683509,-3.28605273387666,1.18498401066389,-2.77307769919667,0.00555288605415928,0.310106459471958,"Unchanged"
"ENSG00000239921.6","LINC01471",20.9711855887223,-3.00534300742736,1.17596308165229,-2.55564401154897,0.0105991491869268,0.3467815121292,"Unchanged"
"ENSG00000175311.7","ANKS4B",14.7464575384258,-2.91439964364398,1.05686249705658,-2.75759585732369,0.00582281382435944,0.310376591490589,"Unchanged"
"ENSG00000269097.1","TPRG1LP1",55.1279761252803,-2.89668406806682,0.857248250928818,-3.37904926015107,0.000727369737697475,0.212761076408882,"Unchanged"
"ENSG00000288705.1","UGT1A5",17.1589111812764,-2.83518867566469,1.24865369212908,-2.27059647805982,0.0231714168749025,0.439181264907484,"Unchanged"
"ENSG00000231795.1","ITCH-IT1",21.8528576346505,-2.78029148305894,1.10123816447019,-2.52469590390245,0.0115798443289603,0.353545359114584,"Unchanged"
"ENSG00000243370.3","RN7SL775P",9.58810792581136,-2.75400242457233,1.13039212047343,-2.43632485992463,0.0148373526349038,0.377232222269596,"Unchanged"
"ENSG00000206120.11","EGFEM1P",44.2279614471391,-2.74180187332484,1.38354076263005,-1.98172829264011,0.0475096588606504,0.527258423403311,"Unchanged"
"ENSG00000187762.5","HSPE1P11",24.4514187057312,-2.67429621109812,1.05356012944554,-2.53834227051239,0.0111378996330926,0.351514073748056,"Unchanged"
"ENSG00000173406.16","DAB1",16.9343880286481,-2.67361535164639,1.39296649144475,-1.91936803079404,0.0549377738555853,0.554324594483975,"Unchanged"
"ENSG00000164509.16","IL31RA",11.0932087782766,-2.66200483432195,1.39581341063917,-1.90713516149911,0.0565030870594133,0.55491729088828,"Unchanged"
"ENSG00000196805.8","SPRR2B",23.3164948681754,-2.63421272882409,1.5030430201284,-1.75258638212436,0.079673030468099,0.607597583219518,"Unchanged"
"ENSG00000257966.1","OLA1P3",14.4462447817093,-2.59018856188385,1.1357491532493,-2.28059915736984,0.0225721772142238,0.437097122250063,"Unchanged"
"ENSG00000225725.4","FAM66E",10.1428894343896,-2.56404903840562,1.22055228443985,-2.100728556321,0.0356648010796686,0.489998460388837,"Unchanged"
"ENSG00000234167.1","ELOBP4",25.9375221335845,-2.56057172429744,1.18919895763492,-2.15319035377386,0.0313037214757782,0.470775884484749,"Unchanged"
"ENSG00000143257.12","NR1I3",22.5036662559557,-2.55686823713357,1.09802122514414,-2.32861458283552,0.0198794928187206,0.422867331706528,"Unchanged"
"ENSG00000274799.1","Metazoa_SRP",12.1209893730451,-2.48533137215553,1.22818634347953,-2.02357841328412,0.0430135479859693,0.517800683924464,"Unchanged"
"ENSG00000188056.12","TREML4",60.1584916685648,-2.48475433569061,1.04308435310787,-2.38212214408863,0.01721318697468,0.40300564107792,"Unchanged"
"ENSG00000257763.1","OR5BK1P",15.2654231654217,-2.46672047129569,1.12426800270195,-2.19406802058533,0.028230519874608,0.462308947714952,"Unchanged"
"ENSG00000243103.3","RN7SL452P",12.4371484627469,-2.46444107554789,1.25791713287887,-1.95914421636644,0.0500958998267919,0.536986024647202,"Unchanged"
"ENSG00000183888.4","SRARP",9.45274934586167,-2.44382636235475,1.48563869812637,-1.64496681826935,0.09997665405532,0.639263447365795,"Unchanged"
"ENSG00000110148.10","CCKBR",20.5237288268117,-2.41622687835431,1.30647705114356,-1.84942160004983,0.0643969588436839,0.573228323183577,"Unchanged"
"ENSG00000162545.6","CAMK2N1",80.4738312733194,-2.38869097129176,0.715152699932904,-3.34011319752533,0.000837442480333405,0.218112260900794,"Unchanged"
"ENSG00000208892.1","SNORA49",12.7946264389016,-2.38406827916608,1.1753251911861,-2.02843289418493,0.0425160857252364,0.516892213426292,"Unchanged"
"ENSG00000149021.7","SCGB1A1",8360.92111074352,-2.37314247825917,0.601741559372501,-3.94379022239031,8.02038232478953e-05,0.135938091017357,"Unchanged"
"ENSG00000221044.2","U3",10.4630219232377,-2.36467214348934,1.28431831901072,-1.84118851883293,0.0655939372566065,0.576505887321915,"Unchanged"
