"EnsemblID","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ENSG00000161270.20","NPHS1",125.555131050472,-4.99818969456582,1.32206254841529,-3.78060001817385,0.000156450851435228,0.46679100887203,"Unchanged"
"ENSG00000197880.10","MDS2",19.0998494367863,-4.78659730253928,1.36221084707364,-3.5138446539477,0.00044167102825674,0.578790697172009,"Unchanged"
"ENSG00000243103.3","RN7SL452P",14.186101793581,-4.67915838072955,1.33257953936211,-3.51135391360535,0.000445830424731366,0.578790697172009,"Unchanged"
"ENSG00000211949.3","IGHV3-23",786.002191674644,-4.45218277404672,1.49554983283665,-2.97695381076145,0.00291127866911556,0.697075220886463,"Unchanged"
"ENSG00000230585.2","PHB1P12",12.4700862267879,-4.45032254934319,1.38852009561479,-3.20508328500117,0.0013502340486532,0.697075220886463,"Unchanged"
"ENSG00000198796.7","ALPK2",83.7740799202901,-4.32468594643231,1.45064813809218,-2.98120945587807,0.00287112344511188,0.697075220886463,"Unchanged"
"ENSG00000127074.15","RGS13",261.050916306226,-4.21035608080015,1.4398710770723,-2.92412018537179,0.00345431346980654,0.713884073640055,"Unchanged"
"ENSG00000239951.1","IGKV3-20",1144.62923039827,-4.16699661851256,1.55505845774375,-2.67963985389881,0.0073701408497579,0.786294432171199,"Unchanged"
"ENSG00000211659.2","IGLV3-25",292.588689190606,-4.10764422465556,1.64980410731857,-2.48977694165869,0.0127823289788924,0.825864803444022,"Unchanged"
"ENSG00000211662.2","IGLV3-21",490.658930534742,-4.10348427249714,1.59851385524524,-2.56706206144682,0.0102564253884646,0.825864803444022,"Unchanged"
"ENSG00000270550.1","IGHV3-30",569.533179764378,-4.05147815045105,1.66211225187168,-2.43754785267285,0.0147872569057019,0.825864803444022,"Unchanged"
"ENSG00000117322.19","CR2",1386.20074883154,-4.03202516154789,1.55399582183155,-2.5946177620965,0.00946961670949638,0.825864803444022,"Unchanged"
"ENSG00000162897.16","FCAMR",172.733929003577,-3.92904602280747,1.12120232784588,-3.50431489948488,0.00045778368747192,0.578790697172009,"Unchanged"
"ENSG00000211955.2","IGHV3-33",245.686805762324,-3.9125326551676,1.59585123868992,-2.45169008257908,0.0142187066011707,0.825864803444022,"Unchanged"
"ENSG00000211660.3","IGLV2-23",365.115015214929,-3.9050369053074,1.58485092931105,-2.46397742089533,0.0137404766966046,0.825864803444022,"Unchanged"
"ENSG00000155966.14","AFF2",203.338073934346,-3.86388090461732,1.18391037457867,-3.26365997594404,0.00109983073107047,0.683847398327528,"Unchanged"
"ENSG00000288547.3","C3orf36",16.9811660612493,-3.83899305070993,1.25406938763776,-3.06122857997618,0.00220430742815949,0.697075220886463,"Unchanged"
"ENSG00000211648.2","IGLV1-47",328.702743114329,-3.82932155882538,1.66936886854609,-2.29387382919179,0.0217977470771079,0.885362278988343,"Unchanged"
"ENSG00000211663.2","IGLV3-19",287.726387954904,-3.7123889723711,1.60929954470295,-2.30683528407779,0.0210640044165826,0.885362278988343,"Unchanged"
"ENSG00000156510.13","HKDC1",12.8027024097683,-3.6747917216973,1.29185075154892,-2.84459463857666,0.00444679737275996,0.713884073640055,"Unchanged"
"ENSG00000211892.4","IGHG4",1142.83313236299,-3.66244105372779,1.31994020107889,-2.77470225600689,0.0055252266190051,0.752078605374509,"Unchanged"
"ENSG00000100721.11","TCL1A",1150.69494476151,-3.65841758340306,1.27128589431069,-2.87773002105612,0.00400547775391866,0.713884073640055,"Unchanged"
"ENSG00000211893.4","IGHG2",6028.60039108777,-3.61756747406797,1.23335727073344,-2.93310588903142,0.0033558941535908,0.713884073640055,"Unchanged"
"ENSG00000211598.2","IGKV4-1",820.900114897843,-3.59259257480779,1.60255895549036,-2.24178496678676,0.0249752732976369,0.897318884585616,"Unchanged"
"ENSG00000241351.3","IGKV3-11",782.545094757254,-3.58504974031579,1.52597897700684,-2.34934412225504,0.018806516712244,0.885362278988343,"Unchanged"
"ENSG00000211897.9","IGHG3",7053.17707521236,-3.55785061189925,1.08369128787232,-3.28308500005069,0.00102677701015343,0.683847398327528,"Unchanged"
"ENSG00000259772.8","LINC03034",82.9685349514838,-3.55072555277943,1.19402549568004,-2.97374349678956,0.00294190886253731,0.697075220886463,"Unchanged"
"ENSG00000181617.6","FDCSP",777.584970702582,-3.54769566599882,1.24949555992333,-2.83930233911076,0.00452122962988331,0.713884073640055,"Unchanged"
"ENSG00000128218.8","VPREB3",382.701987428759,-3.51948275289077,1.18392094922246,-2.97273458603989,0.00295159562581835,0.697075220886463,"Unchanged"
"ENSG00000211896.7","IGHG1",26636.7863953268,-3.47635224036937,1.17006815880551,-2.97106815035314,0.00296765917995457,0.697075220886463,"Unchanged"
"ENSG00000211966.2","IGHV5-51",405.546243534043,-3.43714533000616,1.76323230440673,-1.94934344239039,0.0512544238688199,0.918997792119672,"Unchanged"
"ENSG00000127129.10","EDN2",178.799937136977,-3.42091076318861,1.1917459243345,-2.87050342974651,0.00409818750991147,0.713884073640055,"Unchanged"
"ENSG00000244437.1","IGKV3-15",403.990142295027,-3.37653790100476,1.52183656529036,-2.21872570157396,0.0265053913823486,0.897318884585616,"Unchanged"
"ENSG00000211592.8","IGKC",21412.700543636,-3.34910973938823,1.01053721382885,-3.31418743768843,0.000919098730446411,0.647866130100743,"Unchanged"
"ENSG00000131459.13","GFPT2",36.1161607329425,-3.34821719945836,0.829740815475955,-4.03525671753023,5.45426287398167e-05,0.441469977202553,"Unchanged"
