"EnsemblID","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ENSG00000253328.2","SUMO2P19",10.8574614939256,-3.81227165000238,0.98092767177638,-3.88639423648704,0.000101744224380878,0.261193072633246,"Unchanged"
"ENSG00000173262.12","SLC2A14",43.0438667644414,-3.79035127376301,0.97769982008287,-3.87680471644327,0.000105837237555892,0.261193072633246,"Unchanged"
"ENSG00000174680.10","GRIK1-AS1",15.089799718015,-3.49047660523075,0.887345863389309,-3.93361455689725,8.36779300745691e-05,0.261193072633246,"Unchanged"
"ENSG00000261290.1","CYP4A44P",8.9353342545805,-3.31613617484143,0.942124960545536,-3.51984748702681,0.000431795010291619,0.470129135905068,"Unchanged"
"ENSG00000197880.10","MDS2",19.0998494367863,-3.26544496722642,0.94835795364404,-3.44326206647926,0.000574742079166887,0.470129135905068,"Unchanged"
"ENSG00000154975.14","CA10",20.0495692098493,-2.99145081137818,0.792562247903467,-3.77440487392801,0.000160390094464764,0.293907670607719,"Unchanged"
"ENSG00000274583.1","FAM74A4",11.322331699381,-2.91498571882105,0.922010654130255,-3.16155318353755,0.00156930158425454,0.563322203235224,"Unchanged"
"ENSG00000182870.13","GALNT9",15.6119405740457,-2.83066671294699,0.845223671862828,-3.34901494974503,0.000810994196513439,0.485195709750449,"Unchanged"
"ENSG00000224986.2","PPP1R8P1",20.283244006625,-2.83002578206802,0.800733285658404,-3.53429266992571,0.00040886806854762,0.470129135905068,"Unchanged"
"ENSG00000198670.13","LPA",19.2984290568154,-2.70713281572287,0.793306109828058,-3.41246938878312,0.000643771568194305,0.471754142244041,"Unchanged"
"ENSG00000127831.11","VIL1",29.2089376858133,-2.62288376463193,0.772132344831091,-3.39693548935022,0.000681450298939147,0.471754142244041,"Unchanged"
"ENSG00000158786.5","PLA2G2F",63.0803199512976,-2.61461862867019,1.0138360436286,-2.57893635277777,0.00991050448167304,0.79357361973477,"Unchanged"
"ENSG00000232970.1","POLHP1",11.3204584975379,-2.57853352481128,0.955530345881172,-2.69853651003977,0.00696450980445586,0.727514905128953,"Unchanged"
"ENSG00000254793.1","FDPSP4",13.6580995633668,-2.46424365834808,0.922464407881569,-2.67136990575842,0.00755423485636422,0.736569376614283,"Unchanged"
"ENSG00000258474.1","LINC02313",11.5613619530275,-2.44766123543641,0.883002739450165,-2.77197467921848,0.00557173704322978,0.724231625988373,"Unchanged"
"ENSG00000250381.1","UNC93B4",30.0492265949119,-2.428747127231,0.843287086154711,-2.88009524526908,0.00397555050284211,0.704033479929922,"Unchanged"
"ENSG00000201675.1","SNORD32A",12.46300730183,-2.42838712129496,0.852522295488109,-2.84847344655613,0.00439295190500453,0.717722935031952,"Unchanged"
"ENSG00000187689.10","AMTN",28.0874964201705,-2.3948176716432,0.832394748565781,-2.87702160035184,0.00401448114374555,0.704033479929922,"Unchanged"
"ENSG00000118432.13","CNR1",51.6931722690054,-2.35005372583472,0.846662718729398,-2.77566694959887,0.00550886080500428,0.724231625988373,"Unchanged"
"ENSG00000223714.1","LINC02601",19.9665877836106,-2.34831635188376,0.818129351096157,-2.87034849530506,0.00410019631109988,0.704033479929922,"Unchanged"
"ENSG00000147509.14","RGS20",18.372651244518,-2.33434942742766,0.745581875035856,-3.13090956954311,0.00174265812650972,0.582656338426285,"Unchanged"
"ENSG00000284505.1","LYNX1-SLURP2",20.2293770339079,-2.28462960349037,0.80166903744062,-2.84984138938955,0.00437410359009831,0.717722935031952,"Unchanged"
"ENSG00000262500.1","MAPK8IP1P1",27.8783649099525,-2.25553253783582,0.804423434041453,-2.80391202243319,0.00504866791896499,0.717722935031952,"Unchanged"
"ENSG00000211788.2","TRAV13-1",27.5725842197043,-2.25113658019276,0.756402231040528,-2.97611044469823,0.00291929706372959,0.662479102634636,"Unchanged"
"ENSG00000176857.5","GJA1P1",11.7056753031423,-2.24000589463687,0.93625650094818,-2.39251304783287,0.0167334331060689,0.907665192536378,"Unchanged"
"ENSG00000233148.2","SYF2P2",12.6423506589016,-2.20283264203486,0.960324792181576,-2.29384127117105,0.0217996178303786,0.946503617959502,"Unchanged"
"ENSG00000180422.3","LINC00304",12.7925056080178,-2.16811713917787,0.84978196491667,-2.55138050545763,0.010729711097949,0.808536970254989,"Unchanged"
"ENSG00000259215.1","LINC02896",11.4324305376275,-2.16173370443306,0.958386639407211,-2.2555966616669,0.0240959024825164,0.970462257142778,"Unchanged"
"ENSG00000256742.1","KDM2B-DT",19.5223312076381,-2.14354923014366,0.661528881784921,-3.24029575906041,0.00119405778512615,0.533346273693434,"Unchanged"
"ENSG00000270300.2","PHACTR2P1",14.1057460404475,-2.1433819197593,0.938681426327739,-2.28339653863668,0.0224070209755734,0.949317199829927,"Unchanged"
"ENSG00000248265.2","FLJ12825",14.203881570294,-2.10709145228152,0.9816830618095,-2.14640705768886,0.0318405167404524,0.980486433341346,"Unchanged"
"ENSG00000234665.9","LERFS",11.9162955015136,-2.10424342178286,0.977732719021854,-2.15216631380403,0.0313842577455909,0.980486433341346,"Unchanged"
"ENSG00000208892.1","SNORA49",13.2607607737565,-2.08517573627591,0.771815997047211,-2.70164876635533,0.00689966062198479,0.725025163066631,"Unchanged"
"ENSG00000254042.2","SLIT3-AS2",15.3762742265333,-2.0782651371475,0.815359079637795,-2.54889555908389,0.0108064657831656,0.811224539760602,"Unchanged"
"ENSG00000262209.3","PCDHGB3",16.2754176319154,-2.00847196357607,0.920979777638594,-2.18079920139596,0.0291982716760863,0.979219249003938,"Unchanged"
