"EnsemblID","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ENSG00000211937.3","IGHV2-5",438.874002306893,-5.37076260843117,1.02041737680139,-5.26329983253167,1.41492543442825e-07,0.00279306280756136,"Down-regulated"
"ENSG00000211945.2","IGHV1-18",320.409901930379,-3.74149313633721,1.12900781647191,-3.31396566237174,0.000919828024516807,0.999800556327199,"Unchanged"
"ENSG00000173262.12","SLC2A14",43.0438667644414,-3.70983093262315,1.1526793690644,-3.21844133953254,0.00128889331326863,0.999800556327199,"Unchanged"
"ENSG00000211648.2","IGLV1-47",328.702743114329,-3.5404036103284,1.04572502708248,-3.38559709162355,0.000710235794719904,0.999800556327199,"Unchanged"
"ENSG00000211966.2","IGHV5-51",405.546243534043,-3.33971742842377,1.10801378551203,-3.01414790329567,0.00257702141328572,0.999800556327199,"Unchanged"
"ENSG00000215808.4","LINC01139",16.5496270744408,-3.049420004489,1.17319470919392,-2.59924459306862,0.00934291754944818,0.999800556327199,"Unchanged"
"ENSG00000211679.2","IGLC3",1244.07968847087,-3.01654320121102,0.920527386296718,-3.2769727942007,0.00104926479047146,0.999800556327199,"Unchanged"
"ENSG00000253540.8","FAM86HP",13.451658969495,-2.9842465349702,1.06360242578176,-2.80579139595019,0.00501931749863811,0.999800556327199,"Unchanged"
"ENSG00000211938.2","IGHV3-7",471.112143879149,-2.86170287302676,1.05582772346688,-2.71038807697735,0.00672045255653299,0.999800556327199,"Unchanged"
"ENSG00000180221.6","TPT1P10",13.1197074557827,-2.82399684605711,0.967217327974304,-2.91971283431363,0.00350354064555617,0.999800556327199,"Unchanged"
"ENSG00000270550.1","IGHV3-30",569.533179764378,-2.80867168848813,1.04681968733625,-2.68305203127684,0.00729536391250449,0.999800556327199,"Unchanged"
"ENSG00000236591.1","UST-AS2",18.5589747705139,-2.68394702848444,1.04502034382172,-2.56832036271088,0.0102192663208244,0.999800556327199,"Unchanged"
"ENSG00000227802.1","DNAJB3",14.023752744028,-2.5909141741399,1.00271427335997,-2.58390076113913,0.00976898986811615,0.999800556327199,"Unchanged"
"ENSG00000178462.12","TUBAL3",18.8201201214698,-2.58685495616722,1.03540025626969,-2.49841058132152,0.0124751610934565,0.999800556327199,"Unchanged"
"ENSG00000211935.3","IGHV1-3",204.558178779741,-2.58054161717664,0.887551633520877,-2.90748337304022,0.00364349712861354,0.999800556327199,"Unchanged"
"ENSG00000211662.2","IGLV3-21",490.658930534742,-2.56619760359204,1.01233784416453,-2.53492212939041,0.0112472324864958,0.999800556327199,"Unchanged"
"ENSG00000281756.1","C2-AS1",13.9326154536153,-2.54357863803325,0.904798042539095,-2.81121147310986,0.00493553348219231,0.999800556327199,"Unchanged"
"ENSG00000213137.3","ARF1P2",15.5898414543177,-2.48496991279644,0.97771166117132,-2.54161836406798,0.0110340578855926,0.999800556327199,"Unchanged"
"ENSG00000158786.5","PLA2G2F",63.0803199512976,-2.46765437594481,1.16382562635842,-2.1202956182242,0.0339811229666653,0.999800556327199,"Unchanged"
"ENSG00000211673.2","IGLV3-1",570.366072099042,-2.43643113065308,0.920370573812169,-2.64722840992341,0.00811545179963694,0.999800556327199,"Unchanged"
"ENSG00000263366.2","ABHD17AP5",45.3880860754976,-2.42378159908663,0.686327158900879,-3.53152511546855,0.000413170623543209,0.999800556327199,"Unchanged"
"ENSG00000211949.3","IGHV3-23",786.002191674644,-2.41403990009325,0.981528280728647,-2.4594705496424,0.0139142113050919,0.999800556327199,"Unchanged"
"ENSG00000278030.1","TRBV7-9",29.4697062712045,-2.33872824513879,0.848559732421285,-2.7561150450369,0.00584924196351659,0.999800556327199,"Unchanged"
"ENSG00000223714.1","LINC02601",19.9665877836106,-2.32752687636643,0.945042665360328,-2.46288020814276,0.0137825955945095,0.999800556327199,"Unchanged"
"ENSG00000183067.6","IGSF5",17.6098873881892,-2.3121982900655,0.922711681299269,-2.50587300120629,0.0122149484635898,0.999800556327199,"Unchanged"
"ENSG00000266549.1","ATP6V1E1P2",13.9556494933963,-2.30588661659834,1.11547250244014,-2.06718373743335,0.0387168439984996,0.999800556327199,"Unchanged"
"ENSG00000130600.22","H19",286.33051951538,-2.27340285698471,0.916930653987738,-2.479361822072,0.0131617715878851,0.999800556327199,"Unchanged"
"ENSG00000259475.1","SYNM-AS1",21.6597764314056,-2.2416653179749,0.829730218152547,-2.70167973750085,0.00689901802031647,0.999800556327199,"Unchanged"
"ENSG00000211598.2","IGKV4-1",820.900114897843,-2.22510140917818,1.00172250953442,-2.22127524139632,0.0263323247246901,0.999800556327199,"Unchanged"
"ENSG00000196275.16","GTF2IRD2",16.5779636050314,-2.18869582276812,0.886280938401761,-2.46952825896833,0.0135291332354114,0.999800556327199,"Unchanged"
"ENSG00000211890.4","IGHA2",2345.48055315217,-2.18303942923481,0.710709172642908,-3.07163536544316,0.00212889611050088,0.999800556327199,"Unchanged"
"ENSG00000176160.11","HSF5",16.6950205344246,-2.16880101675102,0.956983469815788,-2.26628890169701,0.0234337004930077,0.999800556327199,"Unchanged"
"ENSG00000211947.2","IGHV3-21",309.627665179423,-2.16762310421576,1.077115329143,-2.0124336229997,0.0441742471514669,0.999800556327199,"Unchanged"
"ENSG00000233148.2","SYF2P2",12.6423506589016,-2.14784880161432,1.0912685609926,-1.96821284731291,0.0490435526714574,0.999800556327199,"Unchanged"
"ENSG00000211897.9","IGHG3",7053.17707521236,-2.13733331349249,0.625052541123282,-3.41944584314702,0.000627488217404654,0.999800556327199,"Unchanged"
