"EnsemblID","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ENSG00000102854.16","MSLN",58.6767473970178,-3.46550103641618,0.600108487694664,-5.77479090443966,7.70487055705433e-09,0.000141684864673672,"Down-regulated"
"ENSG00000122733.12","PHF24",21.9181729663177,-2.25161657697147,0.458258567159028,-4.91341949356312,8.95014933752428e-07,0.00353881146585608,"Down-regulated"
"ENSG00000054179.12","ENTPD2",48.526330712022,-2.18113660481787,0.445201347980629,-4.89921383821321,9.62208784016552e-07,0.00353881146585608,"Down-regulated"
"ENSG00000181085.15","MAPK15",24.8790767870676,-2.06100748259782,0.496859670246709,-4.14806756518285,3.35293455613997e-05,0.0282349077606314,"Down-regulated"
"ENSG00000236709.1","DAPK1-IT1",9.77779587030014,-1.96150625385933,0.452923067618787,-4.33077136956574,1.48587900394922e-05,0.0196753372142442,"Down-regulated"
"ENSG00000211647.1","IGLV5-48",27.0268535050981,-1.69541057181807,0.420807105383093,-4.02894948809054,5.60266537629187e-05,0.0367955048587968,"Down-regulated"
"ENSG00000263584.1","MIR4480",15.8278068252649,-1.42485517622109,0.356786027091047,-3.99358458019851,6.50818480279143e-05,0.0386061323672683,"Down-regulated"
"ENSG00000246548.3","LINC02288",121.849016500277,-1.36203929733401,0.251681578675667,-5.4117560152832,6.24096859064143e-08,0.000573825857066527,"Down-regulated"
"ENSG00000133055.10","MYBPH",152.094425365697,-1.28263359551136,0.319771930731689,-4.01108875496511,6.04393821583176e-05,0.0370473266169767,"Down-regulated"
"ENSG00000270531.1","CSTBP1",11.7631847677612,-1.16392186566947,0.287868468905301,-4.04324193648441,5.27171737679239e-05,0.0359043003117909,"Down-regulated"
"ENSG00000159556.10","ISL2",88.0467745958376,-1.13914217826479,0.261290072127026,-4.35968412037865,1.30250323162007e-05,0.0196753372142442,"Down-regulated"
"ENSG00000213731.2","RAB5CP1",29.2168651217716,-1.13527902407237,0.290659673262331,-3.90587043372795,9.38868106923761e-05,0.0493281303377744,"Down-regulated"
"ENSG00000182389.20","CACNB4",66.7230766992402,-1.09967203506425,0.273819167549629,-4.01605207153711,5.91811849814189e-05,0.0370473266169767,"Down-regulated"
"ENSG00000100473.18","COCH",59.548191612556,-1.07292667949687,0.260770241083895,-4.11445215158461,3.88100048685463e-05,0.0310294425881608,"Down-regulated"
"ENSG00000203721.8","LINC00862",59.5419684817983,-1.03142957594543,0.244992653755117,-4.21004287327081,2.5532223221771e-05,0.0247111606750077,"Down-regulated"
"ENSG00000241743.4","XACT",58.718541420612,-0.998495288909569,0.234684466068875,-4.25462880281361,2.0939609677365e-05,0.0247111606750077,"Down-regulated"
"ENSG00000157322.18","CLEC18A",103.392439643528,-0.908243549404594,0.231233482238303,-3.92782023006765,8.57192443106164e-05,0.0477663995038765,"Down-regulated"
"ENSG00000258546.1","CENPUP2",46.7517101995698,-0.901812721509503,0.200478193377389,-4.49830830135171,6.84963193670517e-06,0.0174919990943261,"Down-regulated"
"ENSG00000203709.14","MIR29B2CHG",1969.73703508033,-0.57070062817867,0.122992191829496,-4.64013706634182,3.48178163405255e-06,0.0106710804114321,"Down-regulated"
"ENSG00000230587.5","LINC02580",229.9239166782,-0.510385885428498,0.11703350123906,-4.36102380963508,1.2945527715443e-05,0.0196753372142442,"Down-regulated"
"ENSG00000281990.1","IGHV1-69-2",121.736687995565,-3.5517910981822,1.14040776900577,-3.114492197189,0.00184261830223572,0.133928489959734,"Unchanged"
"ENSG00000282122.1","IGHV7-4-1",320.956468966511,-2.54602242838914,0.688288839274858,-3.69906103819944,0.000216398559015381,0.0631643349481563,"Unchanged"
"ENSG00000251381.8","LINC00958",18.4754683254044,-2.27449459907626,1.03055367592419,-2.20706077928111,0.0273098133903413,0.326528061401161,"Unchanged"
"ENSG00000154556.20","SORBS2",10.3785021592769,-1.94287299244576,0.542440956405416,-3.58172252574837,0.000341336221260445,0.0789983690959515,"Unchanged"
"ENSG00000180537.13","RNF182",68.3688579391892,-1.84003257201934,0.632169508649535,-2.91066327439628,0.00360662472338991,0.168330512787861,"Unchanged"
"ENSG00000248673.2","LINC01331",8.29525757365657,-1.81332030132914,0.572545173683001,-3.16712180047667,0.00153955820956226,0.130188906798786,"Unchanged"
"ENSG00000237988.6","OR2I1P",6.59595954333632,-1.8100958224804,0.590508496809928,-3.06531714998004,0.00217439288607127,0.137481480970729,"Unchanged"
"ENSG00000205436.8","EXOC3L4",9.45628932861896,-1.75378467374584,0.634415365842985,-2.76441077592042,0.005702570041475,0.198441895628824,"Unchanged"
"ENSG00000173213.11","TUBB8B",26.8338773274584,-1.74850368436954,0.805957024614639,-2.16947508486023,0.0300466339251877,0.337820572187936,"Unchanged"
"ENSG00000118785.15","SPP1",34.4620790325386,-1.68728028731734,0.528894870648801,-3.19019975604515,0.00142174485564593,0.128889257420523,"Unchanged"
"ENSG00000259887.1","FIGNL2-DT",6.88979370148999,-1.68005240145007,0.562550119837077,-2.98649372243781,0.00282196632010531,0.151793408593263,"Unchanged"
"ENSG00000216588.9","IGSF23",7.70133824262525,-1.6645327710711,0.64107228653694,-2.59648218465795,0.00941837897247666,0.236642711957926,"Unchanged"
"ENSG00000183844.17","FAM3B",40.7195405602494,-1.58553076247457,0.56848516074719,-2.78904511841721,0.00528636998673301,0.193307618374558,"Unchanged"
"ENSG00000259235.2","CTXN2-AS1",22.6999875993024,-1.574078756927,0.765047500802272,-2.05749153520054,0.0396389683310484,0.37265899214706,"Unchanged"
